Rows: 1000, Columns: 1000
Too many cells to display.
Number of tripods: 5000
Optimal placement:
1: location: (999,318), direction: NORTH, sum: 27
193: location: (944,715), direction: SOUTH, sum: 27
194: location: (943,848), direction: EAST, sum: 27
195: location: (943,547), direction: NORTH, sum: 27
196: location: (943,29), direction: NORTH, sum: 27
197: location: (942,603), direction: EAST, sum: 27
198: location: (942,546), direction: EAST, sum: 27
199: location: (941,899), direction: WEST, sum: 27
200: location: (941,796), direction: WEST, sum: 27
201: location: (941,604), direction: WEST, sum: 27
202: location: (941,583), direction: NORTH, sum: 27
203: location: (941,519), direction: NORTH, sum: 27
204: location: (941,439), direction: SOUTH, sum: 27
205: location: (940,582), direction: EAST, sum: 27
206: location: (940,176), direction: WEST, sum: 27
207: location: (939,753), direction: NORTH, sum: 27
208: location: (939,297), direction: SOUTH, sum: 27
209: location: (938,959), direction: EAST, sum: 27
210: location: (938,873), direction: NORTH, sum: 27
211: location: (938,811), direction: EAST, sum: 27
212: location: (938,752), direction: SOUTH, sum: 27
213: location: (938,682), direction: SOUTH, sum: 27
214: location: (938,500), direction: EAST, sum: 27
215: location: (938,489), direction: SOUTH, sum: 27
216: location: (938,398), direction: WEST, sum: 27
217: location: (938,80), direction: SOUTH, sum: 27
218: location: (937,987), direction: NORTH, sum: 27
219: location: (937,568), direction: EAST, sum: 27
220: location: (937,499), direction: NORTH, sum: 27
221: location: (936,989), direction: SOUTH, sum: 27
222: location: (936,500), direction: WEST, sum: 27
223: location: (936,441), direction: SOUTH, sum: 27
224: location: (935,673), direction: WEST, sum: 27
225: location: (935,358), direction: NORTH, sum: 27
226: location: (935,296), direction: EAST, sum: 27
227: location: (935,212), direction: WEST, sum: 27
228: location: (934,583), direction: SOUTH, sum: 27
229: location: (934,524), direction: SOUTH, sum: 27
230: location: (934,359), direction: SOUTH, sum: 27
231: location: (934,318), direction: SOUTH, sum: 27
232: location: (934,297), direction: WEST, sum: 27
233: location: (934,76), direction: SOUTH, sum: 27
234: location: (933,701), direction: WEST, sum: 27
235: location: (933,584), direction: EAST, sum: 27
236: location: (933,557), direction: EAST, sum: 27
237: location: (933,525), direction: EAST, sum: 27
238: location: (933,368), direction: WEST, sum: 27
239: location: (933,351), direction: EAST, sum: 27
240: location: (933,228), direction: NORTH, sum: 27
241: location: (933,26), direction: EAST, sum: 27
242: location: (932,779), direction: WEST, sum: 27
243: location: (932,721), direction: EAST, sum: 27
244: location: (932,546), direction: NORTH, sum: 27
245: location: (932,60), direction: NORTH, sum: 27
246: location: (932,27), direction: WEST, sum: 27
247: location: (932,19), direction: NORTH, sum: 27
248: location: (931,850), direction: NORTH, sum: 27
249: location: (931,800), direction: NORTH, sum: 27
250: location: (931,778), direction: EAST, sum: 27
251: location: (931,638), direction: NORTH, sum: 27
252: location: (931,385), direction: EAST, sum: 27
253: location: (931,336), direction: SOUTH, sum: 27
254: location: (931,79), direction: SOUTH, sum: 27
255: location: (931,18), direction: SOUTH, sum: 27
256: location: (930,799), direction: EAST, sum: 27
257: location: (930,637), direction: SOUTH, sum: 27
258: location: (930,635), direction: NORTH, sum: 27
259: location: (930,218), direction: EAST, sum: 27
260: location: (928,870), direction: EAST, sum: 27
261: location: (928,824), direction: WEST, sum: 27
262: location: (928,614), direction: NORTH, sum: 27
263: location: (928,419), direction: SOUTH, sum: 27
264: location: (928,130), direction: EAST, sum: 27
265: location: (927,960), direction: EAST, sum: 27
266: location: (927,711), direction: EAST, sum: 27
267: location: (927,664), direction: SOUTH, sum: 27
268: location: (927,506), direction: SOUTH, sum: 27
269: location: (927,317), direction: NORTH, sum: 27
270: location: (927,58), direction: NORTH, sum: 27
271: location: (926,613), direction: SOUTH, sum: 27
272: location: (926,436), direction: EAST, sum: 27
273: location: (926,413), direction: WEST, sum: 27
274: location: (926,318), direction: SOUTH, sum: 27
275: location: (926,124), direction: NORTH, sum: 27
276: location: (926,110), direction: EAST, sum: 27
277: location: (925,437), direction: SOUTH, sum: 27
278: location: (925,412), direction: SOUTH, sum: 27
279: location: (925,111), direction: WEST, sum: 27
280: location: (924,894), direction: EAST, sum: 27
281: location: (924,520), direction: NORTH, sum: 27
282: location: (924,383), direction: SOUTH, sum: 27
283: location: (924,381), direction: NORTH, sum: 27
284: location: (924,172), direction: SOUTH, sum: 27
285: location: (922,880), direction: EAST, sum: 27
286: location: (922,690), direction: SOUTH, sum: 27
287: location: (922,504), direction: WEST, sum: 27
288: location: (922,329), direction: NORTH, sum: 27
289: location: (922,299), direction: EAST, sum: 27
290: location: (922,62), direction: NORTH, sum: 27
291: location: (921,897), direction: EAST, sum: 27
292: location: (921,661), direction: WEST, sum: 27
293: location: (921,565), direction: WEST, sum: 27
294: location: (920,660), direction: EAST, sum: 27
295: location: (920,564), direction: EAST, sum: 27
296: location: (920,209), direction: NORTH, sum: 27
297: location: (920,205), direction: WEST, sum: 27
298: location: (919,976), direction: NORTH, sum: 27
299: location: (919,661), direction: SOUTH, sum: 27
300: location: (919,437), direction: NORTH, sum: 27
301: location: (919,289), direction: NORTH, sum: 27
302: location: (919,210), direction: WEST, sum: 27
303: location: (919,208), direction: EAST, sum: 27
304: location: (919,205), direction: NORTH, sum: 27
305: location: (918,288), direction: SOUTH, sum: 27
306: location: (918,211), direction: NORTH, sum: 27
307: location: (918,209), direction: NORTH, sum: 27
308: location: (918,206), direction: SOUTH, sum: 27
309: location: (917,949), direction: EAST, sum: 27
310: location: (917,779), direction: WEST, sum: 27
311: location: (917,532), direction: WEST, sum: 27
312: location: (917,236), direction: EAST, sum: 27
313: location: (917,212), direction: SOUTH, sum: 27
314: location: (917,210), direction: SOUTH, sum: 27
315: location: (916,967), direction: SOUTH, sum: 27
316: location: (916,778), direction: SOUTH, sum: 27
317: location: (916,616), direction: NORTH, sum: 27
318: location: (916,598), direction: SOUTH, sum: 27
319: location: (915,921), direction: WEST, sum: 27
320: location: (915,901), direction: WEST, sum: 27
321: location: (915,615), direction: EAST, sum: 27
322: location: (915,596), direction: WEST, sum: 27
323: location: (915,288), direction: NORTH, sum: 27
324: location: (914,900), direction: SOUTH, sum: 27
325: location: (914,768), direction: NORTH, sum: 27
326: location: (914,632), direction: EAST, sum: 27
327: location: (914,448), direction: EAST, sum: 27
328: location: (913,969), direction: WEST, sum: 27
329: location: (913,792), direction: EAST, sum: 27
330: location: (913,769), direction: SOUTH, sum: 27
331: location: (913,633), direction: SOUTH, sum: 27
332: location: (913,625), direction: WEST, sum: 27
333: location: (913,340), direction: NORTH, sum: 27
334: location: (912,886), direction: EAST, sum: 27
335: location: (912,697), direction: WEST, sum: 27
336: location: (912,624), direction: EAST, sum: 27
337: location: (912,448), direction: WEST, sum: 27
338: location: (912,232), direction: NORTH, sum: 27
339: location: (912,188), direction: EAST, sum: 27
340: location: (910,681), direction: EAST, sum: 27
341: location: (909,542), direction: NORTH, sum: 27
342: location: (909,526), direction: NORTH, sum: 27
343: location: (908,682), direction: SOUTH, sum: 27
344: location: (908,544), direction: WEST, sum: 27
345: location: (908,541), direction: SOUTH, sum: 27
346: location: (908,189), direction: SOUTH, sum: 27
347: location: (907,938), direction: EAST, sum: 27
348: location: (907,577), direction: SOUTH, sum: 27
349: location: (907,543), direction: EAST, sum: 27
350: location: (906,46), direction: SOUTH, sum: 27
351: location: (905,800), direction: NORTH, sum: 27
352: location: (905,664), direction: SOUTH, sum: 27
353: location: (905,611), direction: NORTH, sum: 27
354: location: (905,255), direction: NORTH, sum: 27
355: location: (905,221), direction: NORTH, sum: 27
356: location: (905,205), direction: NORTH, sum: 27
357: location: (905,184), direction: WEST, sum: 27
358: location: (905,50), direction: NORTH, sum: 27
359: location: (904,799), direction: SOUTH, sum: 27
360: location: (904,597), direction: EAST, sum: 27
361: location: (904,438), direction: SOUTH, sum: 27
362: location: (904,254), direction: SOUTH, sum: 27
363: location: (904,216), direction: EAST, sum: 27
364: location: (904,206), direction: SOUTH, sum: 27
365: location: (904,93), direction: EAST, sum: 27
366: location: (903,907), direction: WEST, sum: 27
367: location: (903,516), direction: WEST, sum: 27
368: location: (903,502), direction: NORTH, sum: 27
369: location: (903,439), direction: EAST, sum: 27
370: location: (903,77), direction: WEST, sum: 27
371: location: (902,906), direction: EAST, sum: 27
372: location: (902,901), direction: NORTH, sum: 27
373: location: (902,765), direction: NORTH, sum: 27
374: location: (902,571), direction: EAST, sum: 27
375: location: (902,567), direction: NORTH, sum: 27
376: location: (902,515), direction: EAST, sum: 27
377: location: (902,224), direction: SOUTH, sum: 27
378: location: (901,816), direction: NORTH, sum: 27
379: location: (901,8), direction: SOUTH, sum: 27
380: location: (900,970), direction: NORTH, sum: 27
381: location: (900,880), direction: WEST, sum: 27
382: location: (900,863), direction: WEST, sum: 27
383: location: (900,817), direction: WEST, sum: 27
384: location: (900,620), direction: NORTH, sum: 27
385: location: (900,425), direction: EAST, sum: 27
386: location: (899,971), direction: SOUTH, sum: 27
387: location: (899,619), direction: EAST, sum: 27
388: location: (899,473), direction: EAST, sum: 27
389: location: (899,323), direction: WEST, sum: 27
390: location: (898,34), direction: NORTH, sum: 27
391: location: (897,799), direction: WEST, sum: 27
392: location: (897,727), direction: NORTH, sum: 27
393: location: (897,340), direction: WEST, sum: 27
394: location: (897,197), direction: EAST, sum: 27
395: location: (896,953), direction: SOUTH, sum: 27
396: location: (896,728), direction: SOUTH, sum: 27
397: location: (896,222), direction: WEST, sum: 27
398: location: (896,120), direction: SOUTH, sum: 27
399: location: (896,96), direction: EAST, sum: 27
400: location: (895,851), direction: WEST, sum: 27
401: location: (895,650), direction: WEST, sum: 27
402: location: (895,382), direction: NORTH, sum: 27
403: location: (894,599), direction: WEST, sum: 27
404: location: (894,381), direction: SOUTH, sum: 27
405: location: (894,181), direction: WEST, sum: 27
406: location: (893,912), direction: NORTH, sum: 27
407: location: (893,237), direction: NORTH, sum: 27
408: location: (893,227), direction: NORTH, sum: 27
409: location: (892,904), direction: WEST, sum: 27
410: location: (892,238), direction: WEST, sum: 27
411: location: (892,203), direction: WEST, sum: 27
412: location: (892,3), direction: SOUTH, sum: 27
413: location: (891,903), direction: SOUTH, sum: 27
414: location: (891,389), direction: EAST, sum: 27
415: location: (890,902), direction: WEST, sum: 27
416: location: (890,726), direction: WEST, sum: 27
417: location: (890,537), direction: WEST, sum: 27
418: location: (890,211), direction: SOUTH, sum: 27
419: location: (889,739), direction: NORTH, sum: 27
420: location: (889,728), direction: NORTH, sum: 27
421: location: (889,725), direction: SOUTH, sum: 27
422: location: (889,543), direction: EAST, sum: 27
423: location: (889,536), direction: SOUTH, sum: 27
424: location: (889,493), direction: EAST, sum: 27
425: location: (889,136), direction: SOUTH, sum: 27
426: location: (889,13), direction: NORTH, sum: 27
427: location: (888,14), direction: WEST, sum: 27
428: location: (887,979), direction: NORTH, sum: 27
429: location: (887,499), direction: SOUTH, sum: 27
430: location: (887,328), direction: EAST, sum: 27
431: location: (887,206), direction: WEST, sum: 27
432: location: (887,188), direction: EAST, sum: 27
433: location: (887,101), direction: NORTH, sum: 27
434: location: (886,980), direction: SOUTH, sum: 27
435: location: (886,883), direction: SOUTH, sum: 27
436: location: (886,700), direction: NORTH, sum: 27
437: location: (886,482), direction: EAST, sum: 27
438: location: (885,942), direction: EAST, sum: 27
439: location: (885,424), direction: EAST, sum: 27
440: location: (884,943), direction: WEST, sum: 27
441: location: (883,969), direction: EAST, sum: 27
442: location: (883,826), direction: WEST, sum: 27
443: location: (883,729), direction: NORTH, sum: 27
444: location: (883,705), direction: NORTH, sum: 27
445: location: (882,730), direction: NORTH, sum: 27
446: location: (882,728), direction: SOUTH, sum: 27
447: location: (882,578), direction: EAST, sum: 27
448: location: (882,527), direction: NORTH, sum: 27
449: location: (882,403), direction: SOUTH, sum: 27
450: location: (880,901), direction: NORTH, sum: 27
451: location: (880,734), direction: EAST, sum: 27
452: location: (880,341), direction: NORTH, sum: 27
453: location: (879,358), direction: SOUTH, sum: 27
454: location: (879,82), direction: EAST, sum: 27
455: location: (879,61), direction: SOUTH, sum: 27
456: location: (878,804), direction: SOUTH, sum: 27
457: location: (878,575), direction: WEST, sum: 27
458: location: (878,462), direction: NORTH, sum: 27
459: location: (878,139), direction: NORTH, sum: 27
460: location: (878,21), direction: SOUTH, sum: 27
461: location: (877,476), direction: NORTH, sum: 27
462: location: (877,461), direction: SOUTH, sum: 27
463: location: (876,995), direction: WEST, sum: 27
464: location: (876,801), direction: EAST, sum: 27
465: location: (876,477), direction: WEST, sum: 27
466: location: (876,47), direction: EAST, sum: 27
467: location: (875,905), direction: SOUTH, sum: 27
468: location: (875,608), direction: NORTH, sum: 27
469: location: (875,577), direction: NORTH, sum: 27
470: location: (875,559), direction: EAST, sum: 27
471: location: (874,916), direction: EAST, sum: 27
472: location: (874,879), direction: NORTH, sum: 27
473: location: (874,821), direction: SOUTH, sum: 27
474: location: (874,607), direction: EAST, sum: 27
475: location: (874,531), direction: SOUTH, sum: 27
476: location: (874,50), direction: WEST, sum: 27
477: location: (873,892), direction: NORTH, sum: 27
478: location: (873,867), direction: SOUTH, sum: 27
479: location: (873,492), direction: NORTH, sum: 27
480: location: (873,313), direction: NORTH, sum: 27
481: location: (873,300), direction: EAST, sum: 27
482: location: (873,176), direction: WEST, sum: 27
483: location: (873,5), direction: SOUTH, sum: 27
484: location: (872,745), direction: SOUTH, sum: 27
485: location: (872,572), direction: WEST, sum: 27
486: location: (872,445), direction: EAST, sum: 27
487: location: (872,175), direction: EAST, sum: 27
488: location: (872,12), direction: WEST, sum: 27
489: location: (871,673), direction: NORTH, sum: 27
490: location: (871,633), direction: EAST, sum: 27
491: location: (871,397), direction: NORTH, sum: 27
492: location: (870,942), direction: EAST, sum: 27
493: location: (870,890), direction: EAST, sum: 27
494: location: (870,756), direction: NORTH, sum: 27
495: location: (870,689), direction: NORTH, sum: 27
496: location: (870,666), direction: WEST, sum: 27
497: location: (869,889), direction: NORTH, sum: 27
498: location: (869,822), direction: NORTH, sum: 27
499: location: (869,734), direction: WEST, sum: 27
500: location: (869,659), direction: WEST, sum: 27
501: location: (869,507), direction: EAST, sum: 27
502: location: (869,468), direction: WEST, sum: 27
503: location: (869,374), direction: EAST, sum: 27
504: location: (869,239), direction: EAST, sum: 27
505: location: (869,151), direction: NORTH, sum: 27
506: location: (868,871), direction: SOUTH, sum: 27
507: location: (868,590), direction: WEST, sum: 27
508: location: (868,524), direction: WEST, sum: 27
509: location: (868,508), direction: WEST, sum: 27
510: location: (867,668), direction: EAST, sum: 27
511: location: (866,524), direction: EAST, sum: 27
512: location: (866,247), direction: WEST, sum: 27
513: location: (866,82), direction: SOUTH, sum: 27
514: location: (866,20), direction: WEST, sum: 27
515: location: (865,876), direction: WEST, sum: 27
516: location: (865,147), direction: WEST, sum: 27
517: location: (864,649), direction: EAST, sum: 27
518: location: (864,441), direction: EAST, sum: 27
519: location: (864,418), direction: SOUTH, sum: 27
520: location: (864,417), direction: NORTH, sum: 27
521: location: (864,234), direction: EAST, sum: 27
522: location: (863,788), direction: EAST, sum: 27
523: location: (863,442), direction: WEST, sum: 27
524: location: (863,416), direction: SOUTH, sum: 27
525: location: (863,388), direction: WEST, sum: 27
526: location: (863,43), direction: WEST, sum: 27
527: location: (862,964), direction: EAST, sum: 27
528: location: (862,824), direction: SOUTH, sum: 27
529: location: (862,529), direction: NORTH, sum: 27
530: location: (862,322), direction: NORTH, sum: 27
531: location: (862,109), direction: WEST, sum: 27
532: location: (861,999), direction: WEST, sum: 27
533: location: (861,944), direction: WEST, sum: 27
534: location: (861,530), direction: SOUTH, sum: 27
535: location: (861,348), direction: NORTH, sum: 27
536: location: (861,277), direction: NORTH, sum: 27
537: location: (861,162), direction: SOUTH, sum: 27
538: location: (861,126), direction: EAST, sum: 27
539: location: (861,8), direction: NORTH, sum: 27
540: location: (860,446), direction: WEST, sum: 27
541: location: (860,276), direction: EAST, sum: 27
542: location: (859,797), direction: EAST, sum: 27
543: location: (859,497), direction: NORTH, sum: 27
544: location: (859,445), direction: EAST, sum: 27
545: location: (859,126), direction: WEST, sum: 27
546: location: (858,830), direction: WEST, sum: 27
547: location: (858,798), direction: SOUTH, sum: 27
548: location: (858,444), direction: NORTH, sum: 27
549: location: (858,314), direction: WEST, sum: 27
550: location: (856,753), direction: WEST, sum: 27
551: location: (856,453), direction: NORTH, sum: 27
552: location: (856,451), direction: NORTH, sum: 27
553: location: (856,449), direction: EAST, sum: 27
554: location: (855,752), direction: SOUTH, sum: 27
555: location: (855,452), direction: SOUTH, sum: 27
556: location: (855,450), direction: NORTH, sum: 27
557: location: (855,375), direction: SOUTH, sum: 27
558: location: (854,972), direction: WEST, sum: 27
559: location: (854,647), direction: NORTH, sum: 27
560: location: (854,452), direction: SOUTH, sum: 27
561: location: (854,45), direction: NORTH, sum: 27
562: location: (853,646), direction: EAST, sum: 27
563: location: (853,444), direction: EAST, sum: 27
564: location: (853,220), direction: SOUTH, sum: 27
565: location: (852,919), direction: NORTH, sum: 27
566: location: (852,789), direction: EAST, sum: 27
567: location: (852,599), direction: WEST, sum: 27
568: location: (852,446), direction: SOUTH, sum: 27
569: location: (851,646), direction: WEST, sum: 27
570: location: (850,608), direction: EAST, sum: 27
571: location: (850,504), direction: EAST, sum: 27
572: location: (850,318), direction: NORTH, sum: 27
573: location: (850,232), direction: NORTH, sum: 27
574: location: (849,998), direction: EAST, sum: 27
575: location: (849,859), direction: NORTH, sum: 27
576: location: (849,384), direction: SOUTH, sum: 27
577: location: (849,231), direction: EAST, sum: 27
578: location: (849,95), direction: EAST, sum: 27
579: location: (849,78), direction: WEST, sum: 27
580: location: (848,805), direction: SOUTH, sum: 27
581: location: (848,643), direction: NORTH, sum: 27
582: location: (848,289), direction: EAST, sum: 27
583: location: (848,232), direction: WEST, sum: 27
584: location: (848,77), direction: SOUTH, sum: 27
585: location: (848,72), direction: EAST, sum: 27
586: location: (848,65), direction: SOUTH, sum: 27
587: location: (847,864), direction: NORTH, sum: 27
588: location: (847,549), direction: WEST, sum: 27
589: location: (847,266), direction: NORTH, sum: 27
590: location: (847,230), direction: WEST, sum: 27
591: location: (846,888), direction: SOUTH, sum: 27
592: location: (846,615), direction: NORTH, sum: 27
593: location: (846,494), direction: SOUTH, sum: 27
594: location: (845,889), direction: EAST, sum: 27
595: location: (845,95), direction: WEST, sum: 27
596: location: (844,978), direction: SOUTH, sum: 27
597: location: (844,444), direction: WEST, sum: 27
598: location: (843,443), direction: SOUTH, sum: 27
599: location: (843,248), direction: SOUTH, sum: 27
600: location: (842,770), direction: NORTH, sum: 27
601: location: (842,44), direction: SOUTH, sum: 27
602: location: (841,771), direction: WEST, sum: 27
603: location: (841,688), direction: EAST, sum: 27
604: location: (840,873), direction: NORTH, sum: 27
605: location: (840,769), direction: WEST, sum: 27
606: location: (840,251), direction: NORTH, sum: 27
607: location: (840,2), direction: NORTH, sum: 27
608: location: (839,558), direction: WEST, sum: 27
609: location: (839,140), direction: WEST, sum: 27
